"Year","Month","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"2012","08","60","-999","-999","-999","1","0"
"2012","08","60","-999","-999","-999","1","0"
"2012","08","50","-999","-999","-999","1","0"
"2012","08","45","-999","-999","-999","1","0"
"2012","08","40","-999","-999","-999","1","0"
"2012","08","45","-999","-999","-999","1","0"
