"Year","Month","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"2012","08","12","-999","-999","-999","0","0"
"2012","08","13","-999","-999","-999","0","0"
"2012","08","13","-999","-999","-999","0","0"
"2012","08","14","-999","-999","-999","0","0"
"2012","08","12","-999","-999","-999","0","0"
"2012","08","12","-999","-999","-999","0","0"
