"","Year","Month","Site","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"395",2008,"July","PB",21,"cm","Unknown","Gear is HnL",1,1
"396",2008,"July","PB",31,"cm","Unknown","Gear is HnL",1,1
"397",2008,"July","PB",35,"cm","Unknown","Gear is HnL",1,1
"398",2008,"July","PB",36,"cm","Unknown","Gear is HnL",1,1
"399",2008,"July","PB",22,"cm","Unknown","Gear is HnL",1,1
"400",2008,"July","PB",21,"cm","Unknown","Gear is HnL",1,1
"401",2008,"July","PB",23,"cm","Unknown","Gear is HnL",1,1
"402",2008,"July","PB",20,"cm","Unknown","Gear is HnL",1,1
"403",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"404",2007,"August","PB",32,"cm","Unknown","Gear is HnL",1,1
"405",2007,"August","PB",NA,"cm","Unknown","Gear is HnL",1,1
"406",2007,"August","PB",17,"cm","Unknown","Gear is HnL",1,1
"407",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"408",2007,"August","PB",16,"cm","Unknown","Gear is HnL",1,1
"409",2007,"August","PB",32,"cm","Unknown","Gear is HnL",1,1
"410",2007,"August","PB",34,"cm","Unknown","Gear is HnL",1,1
"411",2007,"August","PB",16,"cm","Unknown","Gear is HnL",1,1
"412",2008,"September","PB",31,"cm","Unknown","Gear is HnL",1,1
"413",2008,"September","PB",35,"cm","Unknown","Gear is HnL",1,1
"414",2008,"September","PB",33,"cm","Unknown","Gear is HnL",1,1
"415",2008,"September","PB",36,"cm","Unknown","Gear is HnL",1,1
"416",2008,"September","PB",28,"cm","Unknown","Gear is HnL",1,1
"417",2008,"September","PB",30,"cm","Unknown","Gear is HnL",1,1
"418",2013,"July","PB",19,"cm","Unknown","Gear is HnL",0,1
"419",2013,"July","PB",34,"cm","Unknown","Gear is HnL",0,1
"420",2013,"July","PB",31,"cm","Unknown","Gear is HnL",0,1
"421",2013,"July","PB",19,"cm","Unknown","Gear is HnL",0,1
"422",2013,"July","PB",34,"cm","Unknown","Gear is HnL",0,1
"423",2013,"July","PB",28,"cm","Unknown","Gear is HnL",0,1
"424",2013,"July","PB",31,"cm","Unknown","Gear is HnL",0,1
"425",2013,"July","PB",21,"cm","Unknown","Gear is HnL",0,1
"426",2013,"July","PB",26,"cm","Unknown","Gear is HnL",0,1
"427",2013,"July","PB",28,"cm","Unknown","Gear is HnL",1,1
"428",2013,"July","PB",32,"cm","Unknown","Gear is HnL",1,1
"429",2013,"July","PB",28,"cm","Unknown","Gear is HnL",1,1
"430",2013,"July","PB",34,"cm","Unknown","Gear is HnL",1,1
"431",2013,"July","PB",33,"cm","Unknown","Gear is HnL",1,1
"432",2013,"July","PB",32,"cm","Unknown","Gear is HnL",1,1
"433",2013,"July","PB",35,"cm","Unknown","Gear is HnL",1,1
"434",2013,"July","PB",20,"cm","Unknown","Gear is HnL",1,1
"435",2013,"July","PB",22,"cm","Unknown","Gear is HnL",1,1
"436",2013,"July","PB",35,"cm","Unknown","Gear is HnL",1,1
"437",2013,"July","PB",22,"cm","Unknown","Gear is HnL",1,1
"438",2013,"July","PB",34,"cm","Unknown","Gear is HnL",1,1
"439",2013,"July","PB",30,"cm","Unknown","Gear is HnL",1,1
"440",2013,"July","PB",26,"cm","Unknown","Gear is HnL",1,1
"441",2013,"July","PB",33,"cm","Unknown","Gear is HnL",1,1
"442",2013,"July","PB",24,"cm","Unknown","Gear is HnL",1,1
"443",2013,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"444",2013,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"445",2013,"August","PB",20,"cm","Unknown","Gear is HnL",1,1
"446",2013,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"447",2013,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"448",2013,"August","PB",19,"cm","Unknown","Gear is HnL",1,1
"449",2007,"September","PB",19,"cm","Unknown","Gear is HnL",0,1
"450",2007,"August","PB",19,"cm","Unknown","Gear is HnL",1,1
"451",2007,"August","PB",20,"cm","Unknown","Gear is HnL",1,1
"452",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"453",2007,"August","PB",17,"cm","Unknown","Gear is HnL",1,1
"454",2007,"August","PB",16,"cm","Unknown","Gear is HnL",1,1
"455",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"456",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"457",2007,"August","PB",16,"cm","Unknown","Gear is HnL",1,1
"458",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"459",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"460",2007,"August","PB",16,"cm","Unknown","Gear is HnL",1,1
"461",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"462",2007,"August","PB",16,"cm","Unknown","Gear is HnL",1,1
"463",2007,"August","PB",16,"cm","Unknown","Gear is HnL",1,1
"464",2007,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"465",2007,"August","PB",29,"cm","Unknown","Gear is HnL",1,1
"466",2007,"August","PB",32,"cm","Unknown","Gear is HnL",1,1
"467",2007,"August","PB",17,"cm","Unknown","Gear is HnL",1,1
"468",2007,"September","PB",33,"cm","Unknown","Gear is HnL",1,1
"469",2007,"September","PB",26,"cm","Unknown","Gear is HnL",1,1
"470",2007,"September","PB",25,"cm","Unknown","Gear is HnL",1,1
"471",2007,"September","PB",26,"cm","Unknown","Gear is HnL",1,1
"472",2007,"September","PB",32,"cm","Unknown","Gear is HnL",1,1
"473",2007,"September","PB",26,"cm","Unknown","Gear is HnL",1,1
"474",2007,"September","PB",32,"cm","Unknown","Gear is HnL",1,1
"475",2007,"September","PB",22,"cm","Unknown","Gear is HnL",1,1
"476",2007,"September","PB",34,"cm","Unknown","Gear is HnL",1,1
"477",2007,"September","PB",22,"cm","Unknown","Gear is HnL",1,1
"478",2007,"September","PB",21,"cm","Unknown","Gear is HnL",1,1
"479",2007,"September","PB",33,"cm","Unknown","Gear is HnL",1,1
"480",2007,"September","PB",20,"cm","Unknown","Gear is HnL",1,1
"481",2007,"September","PB",22,"cm","Unknown","Gear is HnL",1,1
"482",2007,"September","PB",20,"cm","Unknown","Gear is HnL",1,1
"483",2011,"August","PB",37,"cm","Unknown","Gear is HnL",1,1
"484",2013,"July","PB",26,"cm","Unknown","Gear is HnL",0,1
"485",2013,"July","PB",30,"cm","Unknown","Gear is HnL",0,1
"486",2013,"July","PB",27,"cm","Unknown","Gear is HnL",0,1
"487",2013,"July","PB",31,"cm","Unknown","Gear is HnL",0,1
"488",2013,"July","PB",24,"cm","Unknown","Gear is HnL",0,1
"489",2013,"July","PB",37,"cm","Unknown","Gear is HnL",0,1
"490",2008,"September","PB",25,"cm","Unknown","Gear is HnL",0,1
"491",2008,"September","PB",25,"cm","Unknown","Gear is HnL",0,1
"492",2008,"September","PB",36,"cm","Unknown","Gear is HnL",0,1
"493",2008,"September","PB",25,"cm","Unknown","Gear is HnL",0,1
"494",2008,"September","PB",34,"cm","Unknown","Gear is HnL",0,1
"495",2008,"September","PB",28,"cm","Unknown","Gear is HnL",0,1
"496",2008,"September","PB",31,"cm","Unknown","Gear is HnL",0,1
"497",2008,"September","PB",27,"cm","Unknown","Gear is HnL",0,1
"498",2008,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"499",2011,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"500",2011,"August","PB",35,"cm","Unknown","Gear is HnL",1,1
"501",2011,"August","PB",35,"cm","Unknown","Gear is HnL",1,1
"502",2013,"August","PB",15,"cm","Unknown","Gear is HnL",1,1
"503",2013,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"504",2013,"August","PB",19,"cm","Unknown","Gear is HnL",1,1
"505",2013,"August","PB",29,"cm","Unknown","Gear is HnL",1,1
"506",2013,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"507",2013,"August","PB",16,"cm","Unknown","Gear is HnL",1,1
"508",2009,"July","PB",32,"cm","Unknown","Gear is HnL",0,1
"509",2013,"August","PB",31,"cm","Unknown","Gear is HnL",1,1
"510",2013,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"511",2013,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"512",2013,"August","PB",34,"cm","Unknown","Gear is HnL",1,1
"513",2013,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"514",2013,"August","PB",35,"cm","Unknown","Gear is HnL",1,1
"515",2013,"August","PB",40,"cm","Unknown","Gear is HnL",1,1
"516",2013,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"517",2013,"August","PB",34,"cm","Unknown","Gear is HnL",1,1
"518",2013,"August","PB",33,"cm","Unknown","Gear is HnL",1,1
"519",2013,"August","PB",34,"cm","Unknown","Gear is HnL",1,1
"520",2013,"August","PB",15,"cm","Unknown","Gear is HnL",1,1
"521",2013,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"522",2013,"August","PB",29,"cm","Unknown","Gear is HnL",1,1
"523",2013,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"524",2013,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"525",2013,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"526",2013,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"527",2013,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"528",2013,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"529",2013,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"530",2013,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"531",2013,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"532",2013,"August","PB",21,"cm","Unknown","Gear is HnL",1,1
"533",2013,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"534",2013,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"535",2013,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"536",2013,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"537",2013,"August","PB",33,"cm","Unknown","Gear is HnL",1,1
"538",2013,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"539",2013,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"540",2011,"August","PB",31,"cm","Unknown","Gear is HnL",1,1
"541",2011,"August","PB",34,"cm","Unknown","Gear is HnL",1,1
"542",2011,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"543",2008,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"544",2008,"August","PB",34,"cm","Unknown","Gear is HnL",1,1
"545",2008,"July","PB",27,"cm","Unknown","Gear is HnL",0,1
"546",2008,"July","PB",25,"cm","Unknown","Gear is HnL",0,1
"547",2008,"July","PB",27,"cm","Unknown","Gear is HnL",0,1
"548",2008,"July","PB",27,"cm","Unknown","Gear is HnL",0,1
"549",2007,"August","PB",28,"cm","Unknown","Gear is HnL",0,1
"550",2007,"August","PB",18,"cm","Unknown","Gear is HnL",0,1
"551",2013,"July","PB",30,"cm","Unknown","Gear is HnL",1,1
"552",2013,"July","PB",26,"cm","Unknown","Gear is HnL",1,1
"553",2013,"July","PB",27,"cm","Unknown","Gear is HnL",1,1
"554",2013,"July","PB",22,"cm","Unknown","Gear is HnL",1,1
"555",2013,"July","PB",25,"cm","Unknown","Gear is HnL",1,1
"556",2013,"July","PB",31,"cm","Unknown","Gear is HnL",1,1
"557",2013,"July","PB",24,"cm","Unknown","Gear is HnL",1,1
"558",2011,"September","PB",31,"cm","Unknown","Gear is HnL",1,1
"559",2008,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"560",2008,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"561",2009,"September","PB",26,"cm","Unknown","Gear is HnL",1,1
"562",2009,"September","PB",28,"cm","Unknown","Gear is HnL",1,1
"563",2009,"September","PB",26,"cm","Unknown","Gear is HnL",1,1
"564",2009,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"565",2009,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"566",2007,"October","PB",27,"cm","Unknown","Gear is HnL",1,1
"567",2007,"October","PB",34,"cm","Unknown","Gear is HnL",1,1
"568",2007,"October","PB",35,"cm","Unknown","Gear is HnL",1,1
"569",2007,"October","PB",32,"cm","Unknown","Gear is HnL",1,1
"570",2007,"October","PB",23,"cm","Unknown","Gear is HnL",1,1
"571",2007,"October","PB",21,"cm","Unknown","Gear is HnL",1,1
"572",2007,"October","PB",34,"cm","Unknown","Gear is HnL",1,1
"573",2007,"October","PB",28,"cm","Unknown","Gear is HnL",1,1
"574",2007,"October","PB",22,"cm","Unknown","Gear is HnL",1,1
"575",2007,"October","PB",20,"cm","Unknown","Gear is HnL",1,1
"576",2007,"October","PB",18,"cm","Unknown","Gear is HnL",1,1
"577",2007,"October","PB",37,"cm","Unknown","Gear is HnL",1,1
"578",2007,"October","PB",28,"cm","Unknown","Gear is HnL",1,1
"579",2007,"October","PB",33,"cm","Unknown","Gear is HnL",1,1
"580",2007,"October","PB",28,"cm","Unknown","Gear is HnL",1,1
"581",2007,"October","PB",26,"cm","Unknown","Gear is HnL",1,1
"582",2007,"October","PB",19,"cm","Unknown","Gear is HnL",1,1
"583",2007,"October","PB",34,"cm","Unknown","Gear is HnL",1,1
"584",2007,"October","PB",24,"cm","Unknown","Gear is HnL",1,1
"585",2007,"October","PB",32,"cm","Unknown","Gear is HnL",1,1
"586",2007,"October","PB",29,"cm","Unknown","Gear is HnL",1,1
"587",2007,"October","PB",16,"cm","Unknown","Gear is HnL",1,1
"588",2007,"October","PB",33,"cm","Unknown","Gear is HnL",1,1
"589",2011,"July","PB",24,"cm","Unknown","Gear is HnL",0,1
"590",2011,"July","PB",32,"cm","Unknown","Gear is HnL",0,1
"591",2007,"August","PB",28,"cm","Unknown","Gear is HnL",0,1
"592",2007,"August","PB",20,"cm","Unknown","Gear is HnL",0,1
"593",2007,"August","PB",22,"cm","Unknown","Gear is HnL",0,1
"594",2007,"August","PB",32,"cm","Unknown","Gear is HnL",0,1
"595",2007,"August","PB",26,"cm","Unknown","Gear is HnL",0,1
"596",2007,"August","PB",26,"cm","Unknown","Gear is HnL",0,1
"597",2007,"August","PB",28,"cm","Unknown","Gear is HnL",0,1
"598",2009,"July","PB",26,"cm","Unknown","Gear is HnL",1,1
"599",2009,"July","PB",28,"cm","Unknown","Gear is HnL",1,1
"600",2009,"July","PB",23,"cm","Unknown","Gear is HnL",1,1
"601",2009,"July","PB",29,"cm","Unknown","Gear is HnL",1,1
"602",2009,"July","PB",35,"cm","Unknown","Gear is HnL",1,1
"603",2008,"July","PB",27,"cm","Unknown","Gear is HnL",0,1
"604",2008,"July","PB",24,"cm","Unknown","Gear is HnL",0,1
"605",2008,"July","PB",27,"cm","Unknown","Gear is HnL",0,1
"606",2008,"July","PB",25,"cm","Unknown","Gear is HnL",0,1
"607",2008,"July","PB",26,"cm","Unknown","Gear is HnL",0,1
"608",2008,"July","PB",22,"cm","Unknown","Gear is HnL",0,1
"609",2008,"July","PB",25,"cm","Unknown","Gear is HnL",0,1
"610",2008,"July","PB",23,"cm","Unknown","Gear is HnL",0,1
"611",2008,"July","PB",22,"cm","Unknown","Gear is HnL",0,1
"612",2008,"July","PB",24,"cm","Unknown","Gear is HnL",0,1
"613",2008,"July","PB",26,"cm","Unknown","Gear is HnL",0,1
"614",2008,"July","PB",26,"cm","Unknown","Gear is HnL",0,1
"615",2008,"July","PB",28,"cm","Unknown","Gear is HnL",0,1
"616",2007,"August","PB",32,"cm","Unknown","Gear is HnL",1,1
"617",2007,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"618",2007,"August","PB",34,"cm","Unknown","Gear is HnL",1,1
"619",2007,"August","PB",19,"cm","Unknown","Gear is HnL",1,1
"620",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"621",2007,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"622",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"623",2007,"August","PB",NA,"cm","Unknown","Gear is HnL",1,1
"624",2007,"August","PB",35,"cm","Unknown","Gear is HnL",1,1
"625",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"626",2007,"August","PB",36,"cm","Unknown","Gear is HnL",1,1
"627",2007,"August","PB",32,"cm","Unknown","Gear is HnL",1,1
"628",2007,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"629",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"630",2007,"August","PB",20,"cm","Unknown","Gear is HnL",1,1
"631",2007,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"632",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"633",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"634",2007,"August","PB",20,"cm","Unknown","Gear is HnL",1,1
"635",2007,"August","PB",36,"cm","Unknown","Gear is HnL",1,1
"636",2007,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"637",2007,"August","PB",36,"cm","Unknown","Gear is HnL",1,1
"638",2007,"August","PB",19,"cm","Unknown","Gear is HnL",1,1
"639",2007,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"640",2007,"August","PB",36,"cm","Unknown","Gear is HnL",1,1
"641",2007,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"642",2007,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"643",2007,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"644",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"645",2007,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"646",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"647",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"648",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"649",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"650",2007,"August","PB",21,"cm","Unknown","Gear is HnL",1,1
"651",2007,"August","PB",33,"cm","Unknown","Gear is HnL",1,1
"652",2007,"August","PB",20,"cm","Unknown","Gear is HnL",1,1
"653",2007,"August","PB",33,"cm","Unknown","Gear is HnL",1,1
"654",2007,"August","PB",33,"cm","Unknown","Gear is HnL",1,1
"655",2007,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"656",2007,"August","PB",35,"cm","Unknown","Gear is HnL",1,1
"657",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"658",2007,"August","PB",33,"cm","Unknown","Gear is HnL",1,1
"659",2007,"August","PB",37,"cm","Unknown","Gear is HnL",1,1
"660",2010,"August","PB",30,"cm","Unknown","Gear is HnL",0,1
"661",2008,"July","PB",27,"cm","Unknown","Gear is HnL",1,1
"662",2008,"July","PB",24,"cm","Unknown","Gear is HnL",1,1
"663",2008,"July","PB",32,"cm","Unknown","Gear is HnL",1,1
"664",2008,"July","PB",24,"cm","Unknown","Gear is HnL",1,1
"665",2008,"July","PB",22,"cm","Unknown","Gear is HnL",1,1
"666",2008,"July","PB",31,"cm","Unknown","Gear is HnL",1,1
"667",2008,"July","PB",25,"cm","Unknown","Gear is HnL",1,1
"668",2008,"July","PB",22,"cm","Unknown","Gear is HnL",1,1
"669",2008,"July","PB",23,"cm","Unknown","Gear is HnL",1,1
"670",2008,"July","PB",23,"cm","Unknown","Gear is HnL",1,1
"671",2008,"July","PB",22,"cm","Unknown","Gear is HnL",1,1
"672",2008,"July","PB",19,"cm","Unknown","Gear is HnL",1,1
"673",2008,"July","PB",22,"cm","Unknown","Gear is HnL",1,1
"674",2012,"July","PB",20,"cm","Unknown","Gear is HnL",1,1
"675",2012,"July","PB",19,"cm","Unknown","Gear is HnL",1,1
"676",2012,"July","PB",24,"cm","Unknown","Gear is HnL",1,1
"677",2012,"July","PB",33,"cm","Unknown","Gear is HnL",1,1
"678",2007,"October","PB",16,"cm","Unknown","Gear is HnL",1,1
"679",2007,"October","PB",19,"cm","Unknown","Gear is HnL",1,1
"680",2007,"October","PB",18,"cm","Unknown","Gear is HnL",1,1
"681",2007,"October","PB",19,"cm","Unknown","Gear is HnL",1,1
"682",2007,"October","PB",16,"cm","Unknown","Gear is HnL",1,1
"683",2007,"October","PB",17,"cm","Unknown","Gear is HnL",1,1
"684",2007,"October","PB",22,"cm","Unknown","Gear is HnL",1,1
"685",2007,"October","PB",19,"cm","Unknown","Gear is HnL",1,1
"686",2008,"July","PB",28,"cm","Unknown","Gear is HnL",0,1
"687",2008,"July","PB",29,"cm","Unknown","Gear is HnL",0,1
"688",2008,"July","PB",20,"cm","Unknown","Gear is HnL",0,1
"689",2008,"July","PB",25,"cm","Unknown","Gear is HnL",0,1
"690",2008,"July","PB",26,"cm","Unknown","Gear is HnL",0,1
"691",2008,"July","PB",23,"cm","Unknown","Gear is HnL",0,1
"692",2008,"July","PB",22,"cm","Unknown","Gear is HnL",0,1
"693",2008,"July","PB",29,"cm","Unknown","Gear is HnL",0,1
"694",2008,"September","PB",25,"cm","Unknown","Gear is HnL",1,1
"695",2008,"September","PB",24,"cm","Unknown","Gear is HnL",1,1
"696",2008,"September","PB",27,"cm","Unknown","Gear is HnL",1,1
"697",2008,"September","PB",22,"cm","Unknown","Gear is HnL",1,1
"698",2008,"September","PB",24,"cm","Unknown","Gear is HnL",1,1
"699",2008,"September","PB",34,"cm","Unknown","Gear is HnL",1,1
"700",2008,"September","PB",31,"cm","Unknown","Gear is HnL",1,1
"701",2008,"September","PB",25,"cm","Unknown","Gear is HnL",1,1
"702",2008,"September","PB",24,"cm","Unknown","Gear is HnL",1,1
"703",2008,"September","PB",23,"cm","Unknown","Gear is HnL",1,1
"704",2008,"September","PB",25,"cm","Unknown","Gear is HnL",1,1
"705",2008,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"706",2008,"August","PB",21,"cm","Unknown","Gear is HnL",1,1
"707",2008,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"708",2008,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"709",2008,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"710",2008,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"711",2008,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"712",2008,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"713",2008,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"714",2008,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"715",2008,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"716",2008,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"717",2008,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"718",2008,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"719",2008,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"720",2008,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"721",2008,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"722",2008,"August","PB",31,"cm","Unknown","Gear is HnL",1,1
"723",2008,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"724",2008,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"725",2008,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"726",2008,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"727",2008,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"728",2008,"August","PB",36,"cm","Unknown","Gear is HnL",1,1
"729",2008,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"730",2008,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"731",2008,"August","PB",33,"cm","Unknown","Gear is HnL",1,1
"732",2008,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"733",2008,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"734",2008,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"735",2008,"August","PB",31,"cm","Unknown","Gear is HnL",1,1
"736",2008,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"737",2008,"August","PB",32,"cm","Unknown","Gear is HnL",1,1
"738",2011,"August","PB",33,"cm","Unknown","Gear is HnL",0,1
"739",2012,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"740",2012,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"741",2008,"July","PB",33,"cm","Unknown","Gear is HnL",0,1
"742",2007,"August","PB",16,"cm","Unknown","Gear is HnL",1,1
"743",2007,"August","PB",16,"cm","Unknown","Gear is HnL",1,1
"744",2007,"August","PB",19,"cm","Unknown","Gear is HnL",1,1
"745",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"746",2007,"August","PB",17,"cm","Unknown","Gear is HnL",1,1
"747",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"748",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"749",2007,"August","PB",20,"cm","Unknown","Gear is HnL",1,1
"750",2007,"August","PB",20,"cm","Unknown","Gear is HnL",1,1
"751",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"752",2007,"August","PB",18,"cm","Unknown","Gear is HnL",1,1
"753",2007,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"754",2007,"August","PB",21,"cm","Unknown","Gear is HnL",1,1
"755",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"756",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"757",2007,"August","PB",17,"cm","Unknown","Gear is HnL",1,1
"758",2007,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"759",2007,"August","PB",20,"cm","Unknown","Gear is HnL",1,1
"760",2007,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"761",2007,"August","PB",34,"cm","Unknown","Gear is HnL",1,1
"762",2007,"October","PB",37,"cm","Unknown","Gear is HnL",1,1
"763",2007,"August","PB",20,"cm","Unknown","Gear is HnL",0,1
"764",2007,"August","PB",16,"cm","Unknown","Gear is HnL",0,1
"765",2007,"August","PB",19,"cm","Unknown","Gear is HnL",0,1
"766",2007,"August","PB",22,"cm","Unknown","Gear is HnL",0,1
"767",2007,"August","PB",31,"cm","Unknown","Gear is HnL",0,1
"768",2007,"August","PB",18,"cm","Unknown","Gear is HnL",0,1
"769",2007,"August","PB",19,"cm","Unknown","Gear is HnL",0,1
"770",2007,"August","PB",28,"cm","Unknown","Gear is HnL",0,1
"771",2007,"August","PB",26,"cm","Unknown","Gear is HnL",0,1
"772",2007,"August","PB",28,"cm","Unknown","Gear is HnL",0,1
"773",2007,"September","PB",18,"cm","Unknown","Gear is HnL",0,1
"774",2007,"September","PB",16,"cm","Unknown","Gear is HnL",0,1
"775",2007,"September","PB",16,"cm","Unknown","Gear is HnL",0,1
"776",2007,"September","PB",19,"cm","Unknown","Gear is HnL",0,1
"777",2007,"September","PB",24,"cm","Unknown","Gear is HnL",0,1
"778",2007,"September","PB",29,"cm","Unknown","Gear is HnL",0,1
"779",2007,"September","PB",35,"cm","Unknown","Gear is HnL",0,1
"780",2007,"September","PB",20,"cm","Unknown","Gear is HnL",0,1
"781",2007,"September","PB",19,"cm","Unknown","Gear is HnL",0,1
"782",2007,"September","PB",18,"cm","Unknown","Gear is HnL",0,1
"783",2007,"September","PB",26,"cm","Unknown","Gear is HnL",0,1
"784",2012,"August","PB",14,"cm","Unknown","Gear is HnL",1,1
"785",2008,"August","PB",27,"cm","Unknown","Gear is HnL",0,1
"786",2008,"August","PB",25,"cm","Unknown","Gear is HnL",0,1
"787",2008,"August","PB",25,"cm","Unknown","Gear is HnL",0,1
"788",2008,"August","PB",26,"cm","Unknown","Gear is HnL",0,1
"789",2008,"August","PB",26,"cm","Unknown","Gear is HnL",0,1
"790",2008,"August","PB",36,"cm","Unknown","Gear is HnL",0,1
"791",2007,"September","PB",18,"cm","Unknown","Gear is HnL",1,1
"792",2007,"September","PB",18,"cm","Unknown","Gear is HnL",1,1
