"","Year","Month","Site","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"6932",2009,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
"6933",2013,"July","BL",27,"cm","Unknown","Gear is HnL",1,1
"6934",2013,"July","BL",34,"cm","Unknown","Gear is HnL",1,1
"6935",2013,"July","BL",27,"cm","Unknown","Gear is HnL",1,1
"6936",2011,"September","PL",28,"cm","Unknown","Gear is HnL",0,1
"6937",2011,"September","PL",28,"cm","Unknown","Gear is HnL",0,1
"6938",2011,"September","PL",26,"cm","Unknown","Gear is HnL",0,1
"6939",2011,"September","PL",21,"cm","Unknown","Gear is HnL",0,1
"6940",2011,"September","PL",22,"cm","Unknown","Gear is HnL",0,1
"6941",2011,"September","PL",24,"cm","Unknown","Gear is HnL",0,1
"6942",2010,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"6943",2010,"August","AN",28,"cm","Unknown","Gear is HnL",0,1
"6944",2010,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"6945",2010,"August","AN",26,"cm","Unknown","Gear is HnL",0,1
"6946",2010,"August","AN",28,"cm","Unknown","Gear is HnL",0,1
"6947",2010,"August","AN",26,"cm","Unknown","Gear is HnL",0,1
"6948",2010,"August","AN",24,"cm","Unknown","Gear is HnL",0,1
"6949",2010,"August","AN",23,"cm","Unknown","Gear is HnL",0,1
"6950",2010,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"6951",2010,"August","AN",28,"cm","Unknown","Gear is HnL",0,1
"6952",2010,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"6953",2010,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"6954",2010,"August","AN",23,"cm","Unknown","Gear is HnL",0,1
"6955",2010,"August","AN",24,"cm","Unknown","Gear is HnL",0,1
"6956",2010,"August","AN",22,"cm","Unknown","Gear is HnL",0,1
"6957",2010,"August","AN",28,"cm","Unknown","Gear is HnL",0,1
"6958",2010,"August","AN",26,"cm","Unknown","Gear is HnL",0,1
"6959",2010,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"6960",2008,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"6961",2008,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"6962",2008,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"6963",2008,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"6964",2010,"September","PL",29,"cm","Unknown","Gear is HnL",0,1
"6965",2010,"September","PL",26,"cm","Unknown","Gear is HnL",0,1
"6966",2010,"September","PL",31,"cm","Unknown","Gear is HnL",0,1
"6967",2010,"September","PL",30,"cm","Unknown","Gear is HnL",0,1
"6968",2010,"September","PL",25,"cm","Unknown","Gear is HnL",0,1
"6969",2010,"September","PL",29,"cm","Unknown","Gear is HnL",0,1
"6970",2010,"September","PL",28,"cm","Unknown","Gear is HnL",0,1
"6971",2010,"September","PL",22,"cm","Unknown","Gear is HnL",0,1
"6972",2010,"September","PL",28,"cm","Unknown","Gear is HnL",0,1
"6973",2010,"September","PL",25,"cm","Unknown","Gear is HnL",0,1
"6974",2010,"September","PL",29,"cm","Unknown","Gear is HnL",0,1
"6975",2010,"September","PL",27,"cm","Unknown","Gear is HnL",0,1
"6976",2010,"September","PL",27,"cm","Unknown","Gear is HnL",0,1
"6977",2010,"September","PL",28,"cm","Unknown","Gear is HnL",0,1
"6978",2010,"September","PL",28,"cm","Unknown","Gear is HnL",0,1
"6979",2010,"September","PL",29,"cm","Unknown","Gear is HnL",0,1
"6980",2010,"September","PL",29,"cm","Unknown","Gear is HnL",0,1
"6981",2010,"September","PL",31,"cm","Unknown","Gear is HnL",0,1
"6982",2010,"September","PL",30,"cm","Unknown","Gear is HnL",0,1
"6983",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"6984",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"6985",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"6986",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"6987",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"6988",2011,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"6989",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"6990",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"6991",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"6992",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"6993",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"6994",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"6995",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"6996",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"6997",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"6998",2011,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"6999",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"7000",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"7001",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"7002",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"7003",2011,"July","BL",27,"cm","Unknown","Gear is HnL",1,1
"7004",2011,"July","BL",27,"cm","Unknown","Gear is HnL",1,1
"7005",2011,"July","BL",24,"cm","Unknown","Gear is HnL",1,1
"7006",2011,"July","BL",23,"cm","Unknown","Gear is HnL",1,1
"7007",2011,"July","BL",24,"cm","Unknown","Gear is HnL",1,1
"7008",2011,"July","BL",26,"cm","Unknown","Gear is HnL",1,1
"7009",2011,"July","BL",24,"cm","Unknown","Gear is HnL",1,1
"7010",2011,"July","BL",24,"cm","Unknown","Gear is HnL",1,1
"7011",2011,"July","BL",25,"cm","Unknown","Gear is HnL",1,1
"7012",2011,"July","BL",24,"cm","Unknown","Gear is HnL",1,1
"7013",2011,"September","AN",28,"cm","Unknown","Gear is HnL",1,1
"7014",2011,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"7015",2011,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"7016",2011,"September","AN",25,"cm","Unknown","Gear is HnL",1,1
"7017",2011,"September","AN",27,"cm","Unknown","Gear is HnL",1,1
"7018",2011,"September","AN",25,"cm","Unknown","Gear is HnL",1,1
"7019",2011,"September","AN",28,"cm","Unknown","Gear is HnL",1,1
"7020",2011,"September","AN",27,"cm","Unknown","Gear is HnL",1,1
"7021",2011,"September","AN",24,"cm","Unknown","Gear is HnL",1,1
"7022",2011,"September","AN",26,"cm","Unknown","Gear is HnL",1,1
"7023",2011,"July","BL",24,"cm","Unknown","Gear is HnL",1,1
"7024",2011,"July","BL",25,"cm","Unknown","Gear is HnL",1,1
"7025",2011,"July","BL",26,"cm","Unknown","Gear is HnL",1,1
"7026",2011,"July","BL",25,"cm","Unknown","Gear is HnL",1,1
"7027",2011,"July","BL",21,"cm","Unknown","Gear is HnL",1,1
"7028",2011,"July","BL",21,"cm","Unknown","Gear is HnL",1,1
"7029",2011,"July","BL",26,"cm","Unknown","Gear is HnL",1,1
"7030",2011,"July","BL",23,"cm","Unknown","Gear is HnL",1,1
"7031",2011,"August","BL",29,"cm","Unknown","Gear is HnL",1,1
"7032",2011,"August","BL",28,"cm","Unknown","Gear is HnL",1,1
"7033",2011,"August","BL",28,"cm","Unknown","Gear is HnL",1,1
"7034",2011,"August","BL",22,"cm","Unknown","Gear is HnL",1,1
"7035",2011,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"7036",2011,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
"7037",2011,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"7038",2011,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"7039",2011,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"7040",2011,"August","BL",24,"cm","Unknown","Gear is HnL",1,1
"7041",2011,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"7042",2011,"August","BL",23,"cm","Unknown","Gear is HnL",1,1
"7043",2011,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"7044",2009,"September","BL",25,"cm","Unknown","Gear is HnL",1,1
"7045",2009,"September","BL",22,"cm","Unknown","Gear is HnL",1,1
"7046",2009,"September","BL",28,"cm","Unknown","Gear is HnL",1,1
"7047",2009,"September","BL",24,"cm","Unknown","Gear is HnL",1,1
"7048",2009,"September","BL",23,"cm","Unknown","Gear is HnL",1,1
"7049",2009,"September","BL",26,"cm","Unknown","Gear is HnL",1,1
"7050",2009,"September","BL",26,"cm","Unknown","Gear is HnL",1,1
"7051",2009,"September","BL",25,"cm","Unknown","Gear is HnL",1,1
"7052",2009,"September","BL",25,"cm","Unknown","Gear is HnL",1,1
"7053",2009,"September","BL",22,"cm","Unknown","Gear is HnL",1,1
"7054",2009,"September","BL",26,"cm","Unknown","Gear is HnL",1,1
"7055",2009,"September","BL",25,"cm","Unknown","Gear is HnL",1,1
"7056",2009,"September","BL",29,"cm","Unknown","Gear is HnL",1,1
"7057",2009,"September","BL",25,"cm","Unknown","Gear is HnL",1,1
"7058",2009,"September","BL",26,"cm","Unknown","Gear is HnL",1,1
"7059",2009,"September","BL",26,"cm","Unknown","Gear is HnL",1,1
"7060",2009,"September","BL",27,"cm","Unknown","Gear is HnL",1,1
"7061",2009,"September","BL",26,"cm","Unknown","Gear is HnL",1,1
"7062",2009,"September","BL",24,"cm","Unknown","Gear is HnL",1,1
"7063",2009,"September","BL",23,"cm","Unknown","Gear is HnL",1,1
"7064",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"7065",2009,"August","PL",29,"cm","Unknown","Gear is HnL",1,1
"7066",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"7067",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"7068",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"7069",2009,"August","PL",30,"cm","Unknown","Gear is HnL",1,1
"7070",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"7071",2009,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"7072",2009,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"7073",2009,"August","PL",31,"cm","Unknown","Gear is HnL",1,1
"7074",2009,"August","PL",29,"cm","Unknown","Gear is HnL",1,1
"7075",2009,"August","PL",23,"cm","Unknown","Gear is HnL",1,1
"7076",2009,"August","PL",24,"cm","Unknown","Gear is HnL",1,1
"7077",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"7078",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"7079",2009,"August","PL",32,"cm","Unknown","Gear is HnL",1,1
"7080",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"7081",2009,"August","PL",28,"cm","Unknown","Gear is HnL",1,1
"7082",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"7083",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"7084",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"7085",2009,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"7086",2009,"August","PL",21,"cm","Unknown","Gear is HnL",1,1
"7087",2009,"August","PL",22,"cm","Unknown","Gear is HnL",1,1
"7088",2009,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"7089",2009,"August","PL",20,"cm","Unknown","Gear is HnL",1,1
"7090",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"7091",2009,"August","PL",22,"cm","Unknown","Gear is HnL",1,1
"7092",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"7093",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"7094",2009,"August","PL",27,"cm","Unknown","Gear is HnL",1,1
"7095",2009,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"7096",2009,"August","PL",26,"cm","Unknown","Gear is HnL",1,1
"7097",2009,"August","PL",25,"cm","Unknown","Gear is HnL",1,1
"7098",2009,"August","PL",19,"cm","Unknown","Gear is HnL",1,1
"7099",2007,"September","PL",29,"cm","Unknown","Gear is HnL",0,1
"7100",2007,"September","PL",31,"cm","Unknown","Gear is HnL",0,1
"7101",2007,"September","PL",30,"cm","Unknown","Gear is HnL",0,1
"7102",2007,"September","PL",26,"cm","Unknown","Gear is HnL",0,1
"7103",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7104",2007,"August","PB",29,"cm","Unknown","Gear is HnL",1,1
"7105",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7106",2007,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"7107",2007,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"7108",2007,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"7109",2007,"August","PB",29,"cm","Unknown","Gear is HnL",1,1
"7110",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7111",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7112",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7113",2007,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"7114",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7115",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7116",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7117",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"7118",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"7119",2007,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"7120",2007,"August","PB",29,"cm","Unknown","Gear is HnL",1,1
"7121",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7122",2007,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"7123",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7124",2007,"August","PB",20,"cm","Unknown","Gear is HnL",1,1
"7125",2007,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"7126",2007,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"7127",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7128",2007,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"7129",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"7130",2007,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"7131",2007,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"7132",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"7133",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7134",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7135",2007,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"7136",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7137",2007,"August","PB",21,"cm","Unknown","Gear is HnL",1,1
"7138",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"7139",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7140",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"7141",2007,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"7142",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7143",2007,"August","PB",21,"cm","Unknown","Gear is HnL",1,1
"7144",2007,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"7145",2007,"August","PB",21,"cm","Unknown","Gear is HnL",1,1
"7146",2007,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"7147",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7148",2007,"August","PB",22,"cm","Unknown","Gear is HnL",1,1
"7149",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7150",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7151",2007,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"7152",2007,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7153",2007,"August","PB",23,"cm","Unknown","Gear is HnL",1,1
"7154",2007,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"7155",2007,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7156",2013,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"7157",2013,"August","AN",16,"cm","Unknown","Gear is HnL",0,1
"7158",2013,"August","PB",31,"cm","Unknown","Gear is HnL",0,1
"7159",2013,"August","PB",27,"cm","Unknown","Gear is HnL",0,1
"7160",2013,"August","PB",29,"cm","Unknown","Gear is HnL",0,1
"7161",2012,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"7162",2012,"September","AN",37,"cm","Unknown","Gear is HnL",1,1
"7163",2012,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"7164",2012,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"7165",2012,"September","AN",28,"cm","Unknown","Gear is HnL",1,1
"7166",2012,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"7167",2012,"September","AN",27,"cm","Unknown","Gear is HnL",1,1
"7168",2012,"September","AN",28,"cm","Unknown","Gear is HnL",1,1
"7169",2012,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"7170",2012,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"7171",2012,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"7172",2012,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"7173",2012,"September","AN",28,"cm","Unknown","Gear is HnL",1,1
"7174",2012,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"7175",2012,"September","AN",27,"cm","Unknown","Gear is HnL",1,1
"7176",2012,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"7177",2012,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7178",2012,"August","PB",29,"cm","Unknown","Gear is HnL",1,1
"7179",2012,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7180",2012,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7181",2012,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7182",2012,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7183",2012,"August","PB",29,"cm","Unknown","Gear is HnL",1,1
"7184",2012,"August","PB",25,"cm","Unknown","Gear is HnL",1,1
"7185",2012,"August","PB",29,"cm","Unknown","Gear is HnL",1,1
"7186",2012,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7187",2012,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7188",2012,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7189",2012,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"7190",2012,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"7191",2012,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"7192",2012,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"7193",2012,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7194",2012,"August","PB",32,"cm","Unknown","Gear is HnL",1,1
"7195",2012,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7196",2012,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7197",2012,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"7198",2012,"August","PB",26,"cm","Unknown","Gear is HnL",1,1
"7199",2012,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"7200",2012,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7201",2012,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"7202",2012,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"7203",2012,"August","PB",24,"cm","Unknown","Gear is HnL",1,1
"7204",2012,"August","PB",27,"cm","Unknown","Gear is HnL",1,1
"7205",2012,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7206",2012,"August","PB",29,"cm","Unknown","Gear is HnL",1,1
"7207",2012,"August","PB",30,"cm","Unknown","Gear is HnL",1,1
"7208",2012,"August","PB",28,"cm","Unknown","Gear is HnL",1,1
"7209",2011,"July","PB",25,"cm","Unknown","Gear is HnL",0,1
"7210",2011,"July","PB",29,"cm","Unknown","Gear is HnL",0,1
"7211",2011,"July","PB",26,"cm","Unknown","Gear is HnL",0,1
"7212",2011,"July","PB",22,"cm","Unknown","Gear is HnL",0,1
"7213",2011,"July","PB",23,"cm","Unknown","Gear is HnL",0,1
"7214",2011,"July","PB",25,"cm","Unknown","Gear is HnL",0,1
"7215",2011,"July","PB",28,"cm","Unknown","Gear is HnL",0,1
"7216",2011,"July","PB",27,"cm","Unknown","Gear is HnL",0,1
"7217",2011,"July","PB",27,"cm","Unknown","Gear is HnL",0,1
"7218",2011,"July","PB",28,"cm","Unknown","Gear is HnL",0,1
"7219",2011,"July","PB",29,"cm","Unknown","Gear is HnL",0,1
"7220",2011,"July","PB",28,"cm","Unknown","Gear is HnL",0,1
"7221",2011,"July","PB",20,"cm","Unknown","Gear is HnL",0,1
"7222",2011,"July","PB",28,"cm","Unknown","Gear is HnL",0,1
"7223",2008,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"7224",2008,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"7225",2008,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"7226",2008,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"7227",2010,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"7228",2010,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"7229",2010,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"7230",2010,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"7231",2010,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"7232",2010,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"7233",2010,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"7234",2010,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"7235",2010,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"7236",2010,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"7237",2007,"September","PB",24,"cm","Unknown","Gear is HnL",1,1
"7238",2007,"September","PB",24,"cm","Unknown","Gear is HnL",1,1
"7239",2007,"September","PB",26,"cm","Unknown","Gear is HnL",1,1
"7240",2007,"September","PB",22,"cm","Unknown","Gear is HnL",1,1
"7241",2007,"September","PB",28,"cm","Unknown","Gear is HnL",1,1
"7242",2007,"September","PB",25,"cm","Unknown","Gear is HnL",1,1
"7243",2007,"September","PB",23,"cm","Unknown","Gear is HnL",1,1
"7244",2007,"September","PB",28,"cm","Unknown","Gear is HnL",1,1
"7245",2007,"September","PB",30,"cm","Unknown","Gear is HnL",1,1
"7246",2007,"September","PB",22,"cm","Unknown","Gear is HnL",1,1
"7247",2007,"September","PB",26,"cm","Unknown","Gear is HnL",1,1
"7248",2007,"September","PB",24,"cm","Unknown","Gear is HnL",1,1
"7249",2007,"September","PB",24,"cm","Unknown","Gear is HnL",1,1
"7250",2007,"September","PB",26,"cm","Unknown","Gear is HnL",1,1
"7251",2007,"September","PB",24,"cm","Unknown","Gear is HnL",1,1
"7252",2007,"September","PB",27,"cm","Unknown","Gear is HnL",1,1
"7253",2007,"September","PB",22,"cm","Unknown","Gear is HnL",1,1
"7254",2007,"September","PB",26,"cm","Unknown","Gear is HnL",1,1
"7255",2007,"September","PB",28,"cm","Unknown","Gear is HnL",1,1
"7256",2007,"September","PB",30,"cm","Unknown","Gear is HnL",1,1
"7257",2012,"September","BL",29,"cm","Unknown","Gear is HnL",0,1
"7258",2012,"September","BL",30,"cm","Unknown","Gear is HnL",0,1
"7259",2012,"September","BL",30,"cm","Unknown","Gear is HnL",0,1
"7260",2012,"September","BL",30,"cm","Unknown","Gear is HnL",0,1
"7261",2012,"September","BL",30,"cm","Unknown","Gear is HnL",0,1
"7262",2012,"September","BL",28,"cm","Unknown","Gear is HnL",0,1
"7263",2012,"September","BL",29,"cm","Unknown","Gear is HnL",0,1
"7264",2012,"September","BL",28,"cm","Unknown","Gear is HnL",0,1
"7265",2007,"September","PL",22,"cm","Unknown","Gear is HnL",1,1
"7266",2007,"September","PL",24,"cm","Unknown","Gear is HnL",1,1
"7267",2007,"September","PL",22,"cm","Unknown","Gear is HnL",1,1
"7268",2007,"September","PL",22,"cm","Unknown","Gear is HnL",1,1
"7269",2007,"September","PL",28,"cm","Unknown","Gear is HnL",1,1
"7270",2007,"September","PL",26,"cm","Unknown","Gear is HnL",1,1
"7271",2007,"September","PL",29,"cm","Unknown","Gear is HnL",1,1
"7272",2007,"September","PL",26,"cm","Unknown","Gear is HnL",1,1
"7273",2007,"September","PL",26,"cm","Unknown","Gear is HnL",1,1
"7274",2007,"September","PL",28,"cm","Unknown","Gear is HnL",1,1
"7275",2007,"September","PL",26,"cm","Unknown","Gear is HnL",1,1
"7276",2007,"September","PL",31,"cm","Unknown","Gear is HnL",1,1
"7277",2007,"September","PL",28,"cm","Unknown","Gear is HnL",1,1
"7278",2007,"September","PL",30,"cm","Unknown","Gear is HnL",1,1
"7279",2007,"September","PL",32,"cm","Unknown","Gear is HnL",1,1
"7280",2007,"September","PL",32,"cm","Unknown","Gear is HnL",1,1
"7281",2007,"September","PL",33,"cm","Unknown","Gear is HnL",1,1
"7282",2007,"September","PL",33,"cm","Unknown","Gear is HnL",1,1
"7283",2007,"September","PL",26,"cm","Unknown","Gear is HnL",1,1
"7284",2007,"September","PL",27,"cm","Unknown","Gear is HnL",1,1
"7285",2007,"September","PL",28,"cm","Unknown","Gear is HnL",1,1
"7286",2007,"September","PL",28,"cm","Unknown","Gear is HnL",1,1
"7287",2007,"September","PL",26,"cm","Unknown","Gear is HnL",1,1
"7288",2007,"September","PL",28,"cm","Unknown","Gear is HnL",1,1
"7289",2007,"September","PL",26,"cm","Unknown","Gear is HnL",1,1
"7290",2007,"September","PL",28,"cm","Unknown","Gear is HnL",1,1
"7291",2010,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"7292",2010,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"7293",2010,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"7294",2010,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"7295",2010,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"7296",2010,"August","AN",28,"cm","Unknown","Gear is HnL",0,1
"7297",2010,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"7298",2013,"September","AN",32,"cm","Unknown","Gear is HnL",1,1
"7299",2013,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"7300",2013,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"7301",2013,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"7302",2013,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"7303",2013,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"7304",2013,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"7305",2013,"September","AN",28,"cm","Unknown","Gear is HnL",1,1
"7306",2013,"September","AN",32,"cm","Unknown","Gear is HnL",1,1
"7307",2013,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"7308",2013,"August","BL",25,"cm","Unknown","Gear is HnL",1,1
"7309",2013,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
"7310",2013,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"7311",2013,"August","BL",29,"cm","Unknown","Gear is HnL",1,1
"7312",2013,"August","BL",30,"cm","Unknown","Gear is HnL",1,1
"7313",2013,"August","BL",30,"cm","Unknown","Gear is HnL",1,1
"7314",2013,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"7315",2013,"August","BL",28,"cm","Unknown","Gear is HnL",1,1
"7316",2013,"August","BL",30,"cm","Unknown","Gear is HnL",1,1
"7317",2013,"August","BL",27,"cm","Unknown","Gear is HnL",1,1
"7318",2013,"August","BL",26,"cm","Unknown","Gear is HnL",1,1
