"FileName","Year","Month","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"Karimunjawa-Parang-Kumbang-Bolbometopon_muricatum_LengthData.csv","2007",-999,"40","-999","-999","-999","1","0"
